time,L2_distance_analytic_temp_to_field,L2_norm_temp_analytical,heat_source,max_heat_source,max_tally_rel_err,ratio_diff_to_analytical_norm
0,0,0,0,0,0,0
1,418.05481117383,3430.7814329002,1602,15.902573105611,0.0099540578205544,0.12185410797808
2,3.7964197611583,3430.7814329002,1602,15.823233280566,0.0099575302905413,0.0011065758152798
3,3.8028526736634,3430.7814329002,1602,15.801911752198,0.0099302178376987,0.0011084508727939
