id,temp_error,x,y,z
0,0.0072978981613119,-52.70265,0,0
1,0.0055953997191978,-51.63795,0,0
2,0.0020429102954722,-50.57325,0,0
3,-0.0032389295753319,-49.50855,0,0
4,-0.010065815950384,-48.44385,0,0
5,-0.018261113426831,-47.37915,0,0
6,-0.027712530941471,-46.31445,0,0
7,-0.038351021962569,-45.24975,0,0
8,-0.050109573053248,-44.18505,0,0
9,-0.062823310638919,-43.12035,0,0
10,-0.076338464414107,-42.05565,0,0
11,-0.090597532486811,-40.99095,0,0
12,-0.10556147920278,-39.92625,0,0
13,-0.12116652121404,-38.86155,0,0
14,-0.13732456524679,-37.79685,0,0
15,-0.15400045392886,-36.73215,0,0
16,-0.17113908835353,-35.66745,0,0
17,-0.18860580837827,-34.60275,0,0
18,-0.20628663112007,-33.53805,0,0
19,-0.22404396448803,-32.47335,0,0
20,-0.24175168815606,-31.40865,0,0
21,-0.25937606359548,-30.34395,0,0
22,-0.27689290181081,-29.27925,0,0
23,-0.2942778215965,-28.21455,0,0
24,-0.31148390981804,-27.14985,0,0
25,-0.32848334001716,-26.08515,0,0
26,-0.345262288242,-25.02045,0,0
27,-0.36170767501352,-23.95575,0,0
28,-0.37774247198342,-22.89105,0,0
29,-0.39344982553462,-21.82635,0,0
30,-0.40882669092076,-20.76165,0,0
31,-0.42369337745038,-19.69695,0,0
32,-0.43793248362977,-18.63225,0,0
33,-0.45153159768842,-17.56755,0,0
34,-0.46450040532568,-16.50285,0,0
35,-0.47679883501149,-15.43815,0,0
36,-0.48842295793963,-14.37345,0,0
37,-0.49943816158219,-13.30875,0,0
38,-0.50974454159154,-12.24405,0,0
39,-0.51923427216229,-11.17935,0,0
40,-0.52794035137697,-10.11465,0,0
41,-0.53586266003941,-9.04995,0,0
42,-0.54297195248796,-7.98525,0,0
43,-0.54923150720953,-6.92055,0,0
44,-0.5546538382909,-5.85585,0,0
45,-0.5592660205412,-4.79115,0,0
46,-0.56303978551614,-3.72645,0,0
47,-0.56599680446487,-2.66175,0,0
48,-0.56816891571333,-1.59705,0,0
49,-0.56950142814458,-0.53235,0,0
50,-0.56991326555823,0.53235,0,0
51,-0.56942274606951,1.59705,0,0
52,-0.5680908985326,2.66175,0,0
53,-0.5659097828659,3.72645,0,0
54,-0.56285363513683,4.79115,0,0
55,-0.55886304192188,5.85585,0,0
56,-0.55388848602246,6.92055,0,0
57,-0.54796351625146,7.98525,0,0
58,-0.54116894040061,9.04995,0,0
59,-0.53365043686841,10.11465,0,0
60,-0.52550337067049,11.17935,0,0
61,-0.5166621569432,12.24405,0,0
62,-0.50710998633934,13.30875,0,0
63,-0.49689313171433,14.37345,0,0
64,-0.48598503941514,15.43815,0,0
65,-0.47440438327192,16.50285,0,0
66,-0.46213936071041,17.56755,0,0
67,-0.44910128319992,18.63225,0,0
68,-0.43535563838145,19.69695,0,0
69,-0.4211048446773,20.76165,0,0
70,-0.40640531103645,21.82635,0,0
71,-0.39119674064648,22.89105,0,0
72,-0.3755449437005,23.95575,0,0
73,-0.35947276970109,25.02045,0,0
74,-0.34296291162701,26.08515,0,0
75,-0.32610060658743,27.14985,0,0
76,-0.3089040168216,28.21455,0,0
77,-0.2914189748023,29.27925,0,0
78,-0.27371600692226,30.34395,0,0
79,-0.25588835292729,31.40865,0,0
80,-0.23811313903929,32.47335,0,0
81,-0.22037296627013,33.53805,0,0
82,-0.2026567159711,34.60275,0,0
83,-0.18514286843504,35.66745,0,0
84,-0.16793931223009,36.73215,0,0
85,-0.15113988193536,37.79685,0,0
86,-0.13481721040603,38.86155,0,0
87,-0.11897799195805,39.92625,0,0
88,-0.10373375006469,40.99095,0,0
89,-0.089143042658975,42.05565,0,0
90,-0.075186731903216,43.12035,0,0
91,-0.062020228734696,44.18505,0,0
92,-0.049822965697444,45.24975,0,0
93,-0.038683848631536,46.31445,0,0
94,-0.028665941170573,47.37915,0,0
95,-0.019848802394165,48.44385,0,0
96,-0.012382924049064,49.50855,0,0
97,-0.0064489442855802,50.57325,0,0
98,-0.0022471420758734,51.63795,0,0
99,4.6952861509908e-05,52.70265,0,0
