time,L2_distance_analytic_temp_to_field,L2_norm_temp_analytical,heat_source,max_heat_source,max_tally_rel_err,ratio_diff_to_analytical_norm
0,0,0,0,0,0,0
1,418.05481117015,3430.7814329002,1602,15.768699634195,0.008998326102753,0.12185410797701
2,3.8367203190998,3430.7814329002,1602,15.725403946343,0.0084259153027832,0.0011183225729004
3,3.8977677724009,3430.7814329002,1602,15.697841589573,0.0083681974317958,0.0011361166103508
