time,L2_distance_analytic_temp_to_field,L2_norm_temp_analytical,heat_source,max_heat_source,max_tally_rel_err,ratio_diff_to_analytical_norm
0,0,0,0,0,0,0
1,418.05481117406,3430.7814329002,1602,15.888947538971,0.0099765352419536,0.12185410797815
2,3.7745562542547,3430.7814329002,1602,15.842671110103,0.0099885846923744,0.001100203066875
3,3.7819995903464,3430.7814329002,1602,15.773870314485,0.0099657794910471,0.0011023726414274
