flux,id,x,y,z
2.2627162550137e+14,0,-53.181765,0,0
2.2637143827482e+14,1,-53.075295,0,0
2.2646934076724e+14,2,-52.968825,0,0
2.2656873721836e+14,3,-52.862355,0,0
2.2666793902492e+14,4,-52.755885,0,0
2.2676584879887e+14,5,-52.649415,0,0
2.2686469230419e+14,6,-52.542945,0,0
2.2696198359275e+14,7,-52.436475,0,0
2.2706089926476e+14,8,-52.330005,0,0
2.2715846410662e+14,9,-52.223535,0,0
2.2725463346415e+14,10,-52.117065,0,0
2.2735133783571e+14,11,-52.010595,0,0
2.2744737373522e+14,12,-51.904125,0,0
2.2754507345317e+14,13,-51.797655,0,0
2.2764204391651e+14,14,-51.691185,0,0
2.2773806705102e+14,15,-51.584715,0,0
2.2783373792222e+14,16,-51.478245,0,0
2.279292048001e+14,17,-51.371775,0,0
2.280249179978e+14,18,-51.265305,0,0
2.2812032842203e+14,19,-51.158835,0,0
2.2821518801917e+14,20,-51.052365,0,0
2.2831069510267e+14,21,-50.945895,0,0
2.2840467421506e+14,22,-50.839425,0,0
2.2849889965796e+14,23,-50.732955,0,0
2.2859259269328e+14,24,-50.626485,0,0
2.2868634082806e+14,25,-50.520015,0,0
2.2878078377539e+14,26,-50.413545,0,0
2.2887400247591e+14,27,-50.307075,0,0
2.2896745749965e+14,28,-50.200605,0,0
2.2905989320556e+14,29,-50.094135,0,0
2.291524722067e+14,30,-49.987665,0,0
2.2924605885208e+14,31,-49.881195,0,0
2.293384624011e+14,32,-49.774725,0,0
2.2943067086955e+14,33,-49.668255,0,0
2.2952246340531e+14,34,-49.561785,0,0
2.2961392781744e+14,35,-49.455315,0,0
2.2970622235576e+14,36,-49.348845,0,0
2.2979808222006e+14,37,-49.242375,0,0
2.2988870304016e+14,38,-49.135905,0,0
2.2997900487464e+14,39,-49.029435,0,0
2.3006983945041e+14,40,-48.922965,0,0
2.3015970596531e+14,41,-48.816495,0,0
2.302499818424e+14,42,-48.710025,0,0
2.3034007972888e+14,43,-48.603555,0,0
2.3042891899968e+14,44,-48.497085,0,0
2.3051810638604e+14,45,-48.390615,0,0
2.3060739096523e+14,46,-48.284145,0,0
2.3069598366468e+14,47,-48.177675,0,0
2.3078444214562e+14,48,-48.071205,0,0
2.3087211340398e+14,49,-47.964735,0,0
2.3095987636e+14,50,-47.858265,0,0
2.3104700870884e+14,51,-47.751795,0,0
2.3113457964919e+14,52,-47.645325,0,0
2.3122312362051e+14,53,-47.538855,0,0
2.3130955816434e+14,54,-47.432385,0,0
2.3139729654659e+14,55,-47.325915,0,0
2.3148440420578e+14,56,-47.219445,0,0
2.315696083188e+14,57,-47.112975,0,0
2.3165512378191e+14,58,-47.006505,0,0
2.3174151388194e+14,59,-46.900035,0,0
2.3182784884666e+14,60,-46.793565,0,0
2.3191332375364e+14,61,-46.687095,0,0
2.3199849388525e+14,62,-46.580625,0,0
2.3208441263901e+14,63,-46.474155,0,0
2.3216884132228e+14,64,-46.367685,0,0
2.3225330324033e+14,65,-46.261215,0,0
2.3233846778888e+14,66,-46.154745,0,0
2.3242232168428e+14,67,-46.048275,0,0
2.3250519132135e+14,68,-45.941805,0,0
2.3258723921767e+14,69,-45.835335,0,0
2.3266960107915e+14,70,-45.728865,0,0
2.327529291578e+14,71,-45.622395,0,0
2.3283632394753e+14,72,-45.515925,0,0
2.3291888192908e+14,73,-45.409455,0,0
2.3300099452054e+14,74,-45.302985,0,0
2.3308400635729e+14,75,-45.196515,0,0
2.3316649540054e+14,76,-45.090045,0,0
2.3324860291645e+14,77,-44.983575,0,0
2.3333163202307e+14,78,-44.877105,0,0
2.3341355016143e+14,79,-44.770635,0,0
2.3349560440142e+14,80,-44.664165,0,0
2.3357569030224e+14,81,-44.557695,0,0
2.3365866932807e+14,82,-44.451225,0,0
2.3374002585858e+14,83,-44.344755,0,0
2.3382106899789e+14,84,-44.238285,0,0
2.3390179968191e+14,85,-44.131815,0,0
2.3398150262975e+14,86,-44.025345,0,0
2.3406108612875e+14,87,-43.918875,0,0
2.3414117045475e+14,88,-43.812405,0,0
2.3421986790107e+14,89,-43.705935,0,0
2.3429880986964e+14,90,-43.599465,0,0
2.3437798031279e+14,91,-43.492995,0,0
2.3445692693428e+14,92,-43.386525,0,0
2.34534574476e+14,93,-43.280055,0,0
2.3461248076847e+14,94,-43.173585,0,0
2.3468927776009e+14,95,-43.067115,0,0
2.3476733947069e+14,96,-42.960645,0,0
2.348450372741e+14,97,-42.854175,0,0
2.34922372186e+14,98,-42.747705,0,0
2.3499946659575e+14,99,-42.641235,0,0
2.3507594239802e+14,100,-42.534765,0,0
2.3515286770337e+14,101,-42.428295,0,0
2.3522925707437e+14,102,-42.321825,0,0
2.3530568802423e+14,103,-42.215355,0,0
2.3538170037456e+14,104,-42.108885,0,0
2.3545635591194e+14,105,-42.002415,0,0
2.3553221863418e+14,106,-41.895945,0,0
2.3560835556247e+14,107,-41.789475,0,0
2.3568447326181e+14,108,-41.683005,0,0
2.3575947527888e+14,109,-41.576535,0,0
2.3583448663558e+14,110,-41.470065,0,0
2.3590911181838e+14,111,-41.363595,0,0
2.3598366388542e+14,112,-41.257125,0,0
2.3605731122143e+14,113,-41.150655,0,0
2.3613150957371e+14,114,-41.044185,0,0
2.3620579257494e+14,115,-40.937715,0,0
2.3627916613381e+14,116,-40.831245,0,0
2.3635222222429e+14,117,-40.724775,0,0
2.3642596768841e+14,118,-40.618305,0,0
2.3649960785906e+14,119,-40.511835,0,0
2.3657215834941e+14,120,-40.405365,0,0
2.366445044218e+14,121,-40.298895,0,0
2.3671724623317e+14,122,-40.192425,0,0
2.3678961971452e+14,123,-40.085955,0,0
2.3686186307493e+14,124,-39.979485,0,0
2.3693383194295e+14,125,-39.873015,0,0
2.3700527603474e+14,126,-39.766545,0,0
2.3707741214257e+14,127,-39.660075,0,0
2.3714882176548e+14,128,-39.553605,0,0
2.3721861711959e+14,129,-39.447135,0,0
2.3728935739873e+14,130,-39.340665,0,0
2.3735894668447e+14,131,-39.234195,0,0
2.3742939491886e+14,132,-39.127725,0,0
2.3749940382793e+14,133,-39.021255,0,0
2.3756872089245e+14,134,-38.914785,0,0
2.3763776441757e+14,135,-38.808315,0,0
2.3770788692586e+14,136,-38.701845,0,0
2.3777739033776e+14,137,-38.595375,0,0
2.3784520924607e+14,138,-38.488905,0,0
2.3791357554465e+14,139,-38.382435,0,0
2.3798274858309e+14,140,-38.275965,0,0
2.3805161739226e+14,141,-38.169495,0,0
2.3812011654659e+14,142,-38.063025,0,0
2.3818823287147e+14,143,-37.956555,0,0
2.3825590065145e+14,144,-37.850085,0,0
2.3832458472281e+14,145,-37.743615,0,0
2.3839114664091e+14,146,-37.637145,0,0
2.3845597550868e+14,147,-37.530675,0,0
2.3852205552854e+14,148,-37.424205,0,0
2.3858754152669e+14,149,-37.317735,0,0
2.3865433829424e+14,150,-37.211265,0,0
2.3872062901394e+14,151,-37.104795,0,0
2.3878625080734e+14,152,-36.998325,0,0
2.3885151602262e+14,153,-36.891855,0,0
2.3891699316941e+14,154,-36.785385,0,0
2.3898215971698e+14,155,-36.678915,0,0
2.3904634529345e+14,156,-36.572445,0,0
2.3911061487982e+14,157,-36.465975,0,0
2.3917514476594e+14,158,-36.359505,0,0
