id,temp,x,y,z
0,310.54784587179,-53.12853,0,0
1,310.82092888573,-52.91559,0,0
2,311.09267703113,-52.70265,0,0
3,311.36309355253,-52.48971,0,0
4,311.63218186012,-52.27677,0,0
5,311.89994622384,-52.06383,0,0
6,312.16639000208,-51.85089,0,0
7,312.43151565952,-51.63795,0,0
8,312.69532652349,-51.42501,0,0
9,312.95782675908,-51.21207,0,0
10,313.21901962145,-50.99913,0,0
11,313.47890747998,-50.78619,0,0
12,313.7374935653,-50.57325,0,0
13,313.99478194954,-50.36031,0,0
14,314.25077580942,-50.14737,0,0
15,314.50547744036,-49.93443,0,0
16,314.75888998764,-49.72149,0,0
17,315.01101743605,-49.50855,0,0
18,315.26186287862,-49.29561,0,0
19,315.51142852665,-49.08267,0,0
20,315.75971743149,-48.86973,0,0
21,316.00673347649,-48.65679,0,0
22,316.25247966712,-48.44385,0,0
23,316.49695813922,-48.23091,0,0
24,316.74017186271,-48.01797,0,0
25,316.98212463349,-47.80503,0,0
26,317.22281938063,-47.59209,0,0
27,317.46225817582,-47.37915,0,0
28,317.70044391525,-47.16621,0,0
29,317.93738031169,-46.95327,0,0
30,318.17307021395,-46.74033,0,0
31,318.40751560881,-46.52739,0,0
32,318.64071851667,-46.31445,0,0
33,318.87268178562,-46.10151,0,0
34,319.10340897979,-45.88857,0,0
35,319.33290279758,-45.67563,0,0
36,319.56116514186,-45.46269,0,0
37,319.78819874507,-45.24975,0,0
38,320.01400714806,-45.03681,0,0
39,320.2385930317,-44.82387,0,0
40,320.46195822851,-44.61093,0,0
41,320.68410457109,-44.39799,0,0
42,320.90503471017,-44.18505,0,0
43,321.12475207994,-43.97211,0,0
44,321.34325926538,-43.75917,0,0
45,321.56055802867,-43.54623,0,0
46,321.77665068262,-43.33329,0,0
47,321.99154034749,-43.12035,0,0
48,322.20522982622,-42.90741,0,0
49,322.41772107787,-42.69447,0,0
50,322.62901579325,-42.48153,0,0
51,322.83911647114,-42.26859,0,0
52,323.04802639887,-42.05565,0,0
53,323.25574802659,-41.84271,0,0
54,323.4622829746,-41.62977,0,0
55,323.66763285699,-41.41683,0,0
56,323.87180009391,-41.20389,0,0
57,324.07478789091,-40.99095,0,0
58,324.27659862677,-40.77801,0,0
59,324.47723385957,-40.56507,0,0
60,324.67669512726,-40.35213,0,0
61,324.87498416524,-40.13919,0,0
62,325.07210350303,-39.92625,0,0
63,325.26805604331,-39.71331,0,0
64,325.46284386982,-39.50037,0,0
65,325.65646845473,-39.28743,0,0
66,325.84893130961,-39.07449,0,0
67,326.04023474033,-38.86155,0,0
68,326.230381739,-38.64861,0,0
69,326.41937447841,-38.43567,0,0
70,326.60721437127,-38.22273,0,0
71,326.7939028352,-38.00979,0,0
72,326.97944207143,-37.79685,0,0
73,327.16383503316,-37.58391,0,0
74,327.34708385957,-37.37097,0,0
75,327.52918989403,-37.15803,0,0
76,327.71015447329,-36.94509,0,0
77,327.8899797257,-36.73215,0,0
78,328.06866855572,-36.51921,0,0
79,328.24622305518,-36.30627,0,0
80,328.42264451417,-36.09333,0,0
81,328.59793421067,-35.88039,0,0
82,328.77209342013,-35.66745,0,0
83,328.94512419223,-35.45451,0,0
84,329.11702932815,-35.24157,0,0
85,329.28781083336,-35.02863,0,0
86,329.45746993124,-34.81569,0,0
87,329.62600783754,-34.60275,0,0
88,329.79342577366,-34.38981,0,0
89,329.9597257288,-34.17687,0,0
90,330.12491042875,-33.96393,0,0
91,330.28898180252,-33.75099,0,0
92,330.45194100174,-33.53805,0,0
93,330.61378916918,-33.32511,0,0
94,330.7745274392,-33.11217,0,0
95,330.93415696874,-32.89923,0,0
96,331.09267967768,-32.68629,0,0
97,331.25009819256,-32.47335,0,0
98,331.40641435561,-32.26041,0,0
99,331.56162924834,-32.04747,0,0
100,331.71574394203,-31.83453,0,0
101,331.86875951244,-31.62159,0,0
102,332.02067779591,-31.40865,0,0
103,332.17150136618,-31.19571,0,0
104,332.32123201674,-30.98277,0,0
105,332.46987077263,-30.76983,0,0
106,332.61741864519,-30.55689,0,0
107,332.76387664045,-30.34395,0,0
108,332.90924578237,-30.13101,0,0
109,333.05352785027,-29.91807,0,0
110,333.19672533883,-29.70513,0,0
111,333.33883996258,-29.49219,0,0
112,333.47987267655,-29.27925,0,0
113,333.6198244248,-29.06631,0,0
114,333.75869614694,-28.85337,0,0
115,333.89648879396,-28.64043,0,0
116,334.03320406758,-28.42749,0,0
117,334.16884438955,-28.21455,0,0
118,334.30341141396,-28.00161,0,0
119,334.43690604417,-27.78867,0,0
120,334.56932916795,-27.57573,0,0
121,334.70068166335,-27.36279,0,0
122,334.83096441255,-27.14985,0,0
123,334.96017832736,-26.93691,0,0
124,335.08832505005,-26.72397,0,0
125,335.21540688436,-26.51103,0,0
126,335.34142537287,-26.29809,0,0
127,335.46638133698,-26.08515,0,0
128,335.59027559582,-25.87221,0,0
129,335.71310896057,-25.65927,0,0
130,335.83488223067,-25.44633,0,0
131,335.9555962035,-25.23339,0,0
132,336.07525173326,-25.02045,0,0
133,336.1938504069,-24.80751,0,0
134,336.31139442337,-24.59457,0,0
135,336.42788522722,-24.38163,0,0
136,336.54332357058,-24.16869,0,0
137,336.65771019214,-23.95575,0,0
138,336.77104582702,-23.74281,0,0
139,336.88333121629,-23.52987,0,0
140,336.99456709974,-23.31693,0,0
141,337.10475456674,-23.10399,0,0
142,337.213895423,-22.89105,0,0
143,337.32199147716,-22.67811,0,0
144,337.42904379656,-22.46517,0,0
145,337.53505306321,-22.25223,0,0
146,337.64001994665,-22.03929,0,0
147,337.74394510543,-21.82635,0,0
148,337.84682919706,-21.61341,0,0
149,337.94867288745,-21.40047,0,0
150,338.0494768615,-21.18753,0,0
151,338.14924252095,-20.97459,0,0
152,338.24797194129,-20.76165,0,0
153,338.34566645098,-20.54871,0,0
154,338.44232666053,-20.33577,0,0
155,338.53795317594,-20.12283,0,0
156,338.63254659075,-19.90989,0,0
157,338.7261074865,-19.69695,0,0
158,338.81863644724,-19.48401,0,0
159,338.91013406429,-19.27107,0,0
160,339.00060092861,-19.05813,0,0
161,339.09003770313,-18.84519,0,0
162,339.1784457606,-18.63225,0,0
163,339.26582702428,-18.41931,0,0
164,339.35218267731,-18.20637,0,0
165,339.43751325153,-17.99343,0,0
166,339.52181927928,-17.78049,0,0
167,339.60510128315,-17.56755,0,0
168,339.68735977411,-17.35461,0,0
169,339.76859526355,-17.14167,0,0
170,339.84880826276,-16.92873,0,0
171,339.92799926912,-16.71579,0,0
172,340.00616878,-16.50285,0,0
173,340.08331734544,-16.28991,0,0
174,340.15944621901,-16.07697,0,0
175,340.23455726092,-15.86403,0,0
176,340.30865159822,-15.65109,0,0
177,340.38172967535,-15.43815,0,0
178,340.45379193423,-15.22521,0,0
179,340.52483881955,-15.01227,0,0
180,340.59487077223,-14.79933,0,0
181,340.66388821882,-14.58639,0,0
182,340.73189157227,-14.37345,0,0
183,340.79888124156,-14.16051,0,0
184,340.86485763405,-13.94757,0,0
185,340.9298211515,-13.73463,0,0
186,340.99377219871,-13.52169,0,0
187,341.05671119722,-13.30875,0,0
188,341.11863927138,-13.09581,0,0
189,341.17955821942,-12.88287,0,0
190,341.23946911476,-12.66993,0,0
191,341.2983723181,-12.45699,0,0
192,341.35626817973,-12.24405,0,0
193,341.41315704204,-12.03111,0,0
194,341.46903923991,-11.81817,0,0
195,341.52391510083,-11.60523,0,0
196,341.57778495222,-11.39229,0,0
197,341.63064912169,-11.17935,0,0
198,341.68250792366,-10.96641,0,0
199,341.73336166237,-10.75347,0,0
200,341.78321064044,-10.54053,0,0
201,341.83205515281,-10.32759,0,0
202,341.87989548397,-10.11465,0,0
203,341.92673191531,-9.90171,0,0
204,341.97256472753,-9.68877,0,0
205,342.01739419806,-9.47583,0,0
206,342.06122059956,-9.26289,0,0
207,342.1040442007,-9.04995,0,0
208,342.14586527482,-8.83701,0,0
209,342.18668413213,-8.62407,0,0
210,342.22650178019,-8.41113,0,0
211,342.2653198492,-8.19819,0,0
212,342.30313924637,-7.98525,0,0
213,342.33996019498,-7.77231,0,0
