flux,id,x,y,z
2.2642973532265e+14,0,-53.02206,0,0
2.2682344143749e+14,1,-52.59618,0,0
2.2721606135829e+14,2,-52.1703,0,0
2.2760681839617e+14,3,-51.74442,0,0
2.2799129600291e+14,4,-51.31854,0,0
2.2836963953144e+14,5,-50.89266,0,0
2.2874629108336e+14,6,-50.46678,0,0
2.291199172879e+14,7,-50.0409,0,0
2.2949289057264e+14,8,-49.61502,0,0
2.2986187974438e+14,9,-49.18914,0,0
2.3022325322621e+14,10,-48.76326,0,0
2.3058181353688e+14,11,-48.33738,0,0
2.3093792272683e+14,12,-47.9115,0,0
2.3129019854486e+14,13,-47.48562,0,0
2.3163479275666e+14,14,-47.05974,0,0
2.319780120489e+14,15,-46.63386,0,0
2.3231779731358e+14,16,-46.20798,0,0
2.326544276026e+14,17,-45.7821,0,0
2.3298591373938e+14,18,-45.35622,0,0
2.3331518267818e+14,19,-44.93034,0,0
2.3364105592755e+14,20,-44.50446,0,0
2.3396356859741e+14,21,-44.07858,0,0
2.3428324124353e+14,22,-43.6527,0,0
2.3459959070804e+14,23,-43.22682,0,0
2.3491251946132e+14,24,-42.80094,0,0
2.3522282657139e+14,25,-42.37506,0,0
2.3552845855828e+14,26,-41.94918,0,0
2.3583093445132e+14,27,-41.5233,0,0
2.3612587031224e+14,28,-41.09742,0,0
2.3642143099919e+14,29,-40.67154,0,0
2.3670942347611e+14,30,-40.24566,0,0
2.3699555786895e+14,31,-39.81978,0,0
2.3727909802546e+14,32,-39.3939,0,0
2.3755995820724e+14,33,-38.96802,0,0
2.3783617788228e+14,34,-38.54214,0,0
2.3811240142082e+14,35,-38.11626,0,0
2.3837961982523e+14,36,-37.69038,0,0
2.3864211679672e+14,37,-37.2645,0,0
2.3890695030913e+14,38,-36.83862,0,0
2.3916622396831e+14,39,-36.41274,0,0
2.3942196093789e+14,40,-35.98686,0,0
2.3967492441237e+14,41,-35.56098,0,0
2.3992669505876e+14,42,-35.1351,0,0
2.4017327329017e+14,43,-34.70922,0,0
2.4041332239457e+14,44,-34.28334,0,0
2.4065315210187e+14,45,-33.85746,0,0
2.4088855591838e+14,46,-33.43158,0,0
2.4112154539499e+14,47,-33.0057,0,0
2.4135211070773e+14,48,-32.57982,0,0
2.4157959621892e+14,49,-32.15394,0,0
2.4180358681142e+14,50,-31.72806,0,0
2.4202431709193e+14,51,-31.30218,0,0
2.4224374576213e+14,52,-30.8763,0,0
2.4246062340103e+14,53,-30.45042,0,0
2.4267378424503e+14,54,-30.02454,0,0
2.4288270611389e+14,55,-29.59866,0,0
2.4309026722484e+14,56,-29.17278,0,0
2.4329367872393e+14,57,-28.7469,0,0
2.4349173927967e+14,58,-28.32102,0,0
2.4368671390257e+14,59,-27.89514,0,0
2.4387688521865e+14,60,-27.46926,0,0
2.440652953349e+14,61,-27.04338,0,0
2.4425154511381e+14,62,-26.6175,0,0
2.4443450865063e+14,63,-26.19162,0,0
2.4461399714041e+14,64,-25.76574,0,0
2.4479101265693e+14,65,-25.33986,0,0
2.4496321794697e+14,66,-24.91398,0,0
2.4513589180708e+14,67,-24.4881,0,0
2.4530253019774e+14,68,-24.06222,0,0
2.4546602914455e+14,69,-23.63634,0,0
2.4562675855204e+14,70,-23.21046,0,0
2.4578427049994e+14,71,-22.78458,0,0
