id,temp,x,y,z
0,310.47948922579,-53.181765,0,0
1,310.61636501266,-53.075295,0,0
2,310.75290656707,-52.968825,0,0
3,310.88911442722,-52.862355,0,0
4,311.02498891195,-52.755885,0,0
5,311.16053033851,-52.649415,0,0
6,311.29573902422,-52.542945,0,0
7,311.43061528731,-52.436475,0,0
8,311.56515946807,-52.330005,0,0
9,311.6993721232,-52.223535,0,0
10,311.83325398061,-52.117065,0,0
11,311.96680554806,-52.010595,0,0
12,312.10002713614,-51.904125,0,0
13,312.2329190536,-51.797655,0,0
14,312.36548160699,-51.691185,0,0
15,312.49771510377,-51.584715,0,0
16,312.62962006971,-51.478245,0,0
17,312.76119724273,-51.371775,0,0
18,312.8924471389,-51.265305,0,0
19,313.02337005593,-51.158835,0,0
20,313.15396629026,-51.052365,0,0
21,313.28423613813,-50.945895,0,0
22,313.41417989564,-50.839425,0,0
23,313.54379786021,-50.732955,0,0
24,313.67309054581,-50.626485,0,0
25,313.80205867688,-50.520015,0,0
26,313.93070275729,-50.413545,0,0
27,314.05902307392,-50.307075,0,0
28,314.18701991264,-50.200605,0,0
29,314.31469355944,-50.094135,0,0
30,314.44204430159,-49.987665,0,0
31,314.56907243029,-49.881195,0,0
32,314.69577845013,-49.774725,0,0
33,314.82216306959,-49.668255,0,0
34,314.94822677866,-49.561785,0,0
35,315.07396985444,-49.455315,0,0
36,315.19939257381,-49.348845,0,0
37,315.32449521302,-49.242375,0,0
38,315.4492780473,-49.135905,0,0
39,315.57374135687,-49.029435,0,0
40,315.69788563463,-48.922965,0,0
41,315.82171157463,-48.816495,0,0
42,315.94521965475,-48.710025,0,0
43,316.06841014219,-48.603555,0,0
44,316.19128330312,-48.497085,0,0
45,316.31383940413,-48.390615,0,0
46,316.43607871164,-48.284145,0,0
47,316.55800149185,-48.177675,0,0
48,316.67960808042,-48.071205,0,0
49,316.80089902221,-47.964735,0,0
50,316.92187493244,-47.858265,0,0
51,317.04253621392,-47.751795,0,0
52,317.16288312645,-47.645325,0,0
53,317.28291592807,-47.538855,0,0
54,317.40263487541,-47.432385,0,0
55,317.5220402243,-47.325915,0,0
56,317.64113223796,-47.219445,0,0
57,317.75991138971,-47.112975,0,0
58,317.87837834629,-47.006505,0,0
59,317.99653356091,-46.900035,0,0
60,318.11437728145,-46.793565,0,0
61,318.23190975453,-46.687095,0,0
