id,temp_error,x,y,z
0,0.00018770070505525,-53.12853,0,0
1,0.00011579993963551,-52.91559,0,0
2,-2.977158703743e-05,-52.70265,0,0
3,-0.00025114344725807,-52.48971,0,0
4,-0.00054930349790538,-52.27677,0,0
5,-0.000922150170652,-52.06383,0,0
6,-0.0013681099101177,-51.85089,0,0
7,-0.0018870272805316,-51.63795,0,0
8,-0.002479943005369,-51.42501,0,0
9,-0.0031486876075633,-51.21207,0,0
10,-0.0038925332182771,-50.99913,0,0
11,-0.0047083064234243,-50.78619,0,0
12,-0.0055936197418873,-50.57325,0,0
13,-0.0065478024752679,-50.36031,0,0
14,-0.0075681180334755,-50.14737,0,0
15,-0.0086537454452582,-49.93443,0,0
16,-0.0098065391978821,-49.72149,0,0
17,-0.011024175719911,-49.50855,0,0
18,-0.012307288326554,-49.29561,0,0
19,-0.013659573059897,-49.08267,0,0
20,-0.015077496920981,-48.86973,0,0
21,-0.016551858627679,-48.65679,0,0
22,-0.018077320886732,-48.44385,0,0
23,-0.019652626969616,-48.23091,0,0
24,-0.021274599854905,-48.01797,0,0
25,-0.022938795301684,-47.80503,0,0
26,-0.024646638319496,-47.59209,0,0
27,-0.026408781058137,-47.37915,0,0
28,-0.028232029692845,-47.16621,0,0
29,-0.03011259514858,-46.95327,0,0
30,-0.032045676799328,-46.74033,0,0
31,-0.034027729002275,-46.52739,0,0
32,-0.036053336860562,-46.31445,0,0
33,-0.03812047063326,-46.10151,0,0
34,-0.040229830655448,-45.88857,0,0
35,-0.042382407103048,-45.67563,0,0
36,-0.044581275615826,-45.46269,0,0
37,-0.046825304114122,-45.24975,0,0
38,-0.049111902696495,-45.03681,0,0
39,-0.05144283527892,-44.82387,0,0
40,-0.053820580124977,-44.61093,0,0
41,-0.056243314100357,-44.39799,0,0
42,-0.058700437646507,-44.18505,0,0
43,-0.061186199109045,-43.97211,0,0
44,-0.063706971254305,-43.75917,0,0
45,-0.066265248872867,-43.54623,0,0
46,-0.068858811441771,-43.33329,0,0
47,-0.071485686934636,-43.12035,0,0
48,-0.074143842854085,-42.90741,0,0
49,-0.076834452206697,-42.69447,0,0
50,-0.079560405744815,-42.48153,0,0
51,-0.082322068326107,-42.26859,0,0
52,-0.085116123463763,-42.05565,0,0
53,-0.087939890161181,-41.84271,0,0
54,-0.090794856286266,-41.62977,0,0
55,-0.093681946964693,-41.41683,0,0
56,-0.096598093841465,-41.20389,0,0
57,-0.099540113304158,-40.99095,0,0
58,-0.10250746038679,-40.77801,0,0
59,-0.10549977451802,-40.56507,0,0
60,-0.10851501363851,-40.35213,0,0
61,-0.11155231254651,-40.13919,0,0
62,-0.1146151385492,-39.92625,0,0
63,-0.11770604326284,-39.71331,0,0
