id,temp,x,y,z
0,310.47819034049,-53.181765,0,0
1,310.61507702206,-53.075295,0,0
2,310.75165045621,-52.968825,0,0
3,310.88791054276,-52.862355,0,0
4,311.02385630658,-52.755885,0,0
5,311.15948806202,-52.649415,0,0
6,311.29480660882,-52.542945,0,0
7,311.42981123606,-52.436475,0,0
8,311.56450200777,-52.330005,0,0
9,311.69888012005,-52.223535,0,0
10,311.83294513894,-52.117065,0,0
11,311.96669676696,-52.010595,0,0
12,312.10013641258,-51.904125,0,0
13,312.2332659849,-51.797655,0,0
14,312.36608613838,-51.691185,0,0
15,312.49859588979,-51.584715,0,0
16,312.63079432495,-51.478245,0,0
17,312.76268101198,-51.371775,0,0
18,312.8942563755,-51.265305,0,0
19,313.02552081547,-51.158835,0,0
20,313.15647450355,-51.052365,0,0
21,313.28711827968,-50.945895,0,0
22,313.41745274346,-50.839425,0,0
23,313.54747798849,-50.732955,0,0
24,313.67719436152,-50.626485,0,0
25,313.80660328576,-50.520015,0,0
26,313.93570568985,-50.413545,0,0
27,314.06450067032,-50.307075,0,0
28,314.19298836281,-50.200605,0,0
29,314.32116975062,-50.094135,0,0
30,314.44904427603,-49.987665,0,0
31,314.57661239506,-49.881195,0,0
32,314.70387525952,-49.774725,0,0
33,314.83083273295,-49.668255,0,0
34,314.95748422564,-49.561785,0,0
35,315.08382925562,-49.455315,0,0
36,315.20986844198,-49.348845,0,0
37,315.33560258245,-49.242375,0,0
38,315.46103165317,-49.135905,0,0
39,315.58615573711,-49.029435,0,0
40,315.71097478047,-48.922965,0,0
41,315.83548906989,-48.816495,0,0
42,315.95969998717,-48.710025,0,0
43,316.08360857713,-48.603555,0,0
44,316.20721496166,-48.497085,0,0
45,316.33051969569,-48.390615,0,0
46,316.45352310635,-48.284145,0,0
47,316.57622437597,-48.177675,0,0
48,316.69862308593,-48.071205,0,0
49,316.82071951466,-47.964735,0,0
50,316.9425143541,-47.858265,0,0
51,317.06400823844,-47.751795,0,0
52,317.18520125271,-47.645325,0,0
53,317.30609274781,-47.538855,0,0
54,317.4266823653,-47.432385,0,0
55,317.54697112114,-47.325915,0,0
56,317.66696045213,-47.219445,0,0
57,317.78665143896,-47.112975,0,0
58,317.90604348735,-47.006505,0,0
59,318.02513547069,-46.900035,0,0
60,318.14392748901,-46.793565,0,0
61,318.26242088299,-46.687095,0,0
62,318.3806168167,-46.580625,0,0
63,318.49851474707,-46.474155,0,0
64,318.61611395016,-46.367685,0,0
65,318.73341429084,-46.261215,0,0
66,318.85041618219,-46.154745,0,0
67,318.96712066118,-46.048275,0,0
68,319.08352794794,-45.941805,0,0
69,319.19963808746,-45.835335,0,0
70,319.31545255329,-45.728865,0,0
71,319.43097138307,-45.622395,0,0
72,319.5461932077,-45.515925,0,0
73,319.66111823035,-45.409455,0,0
74,319.77574724226,-45.302985,0,0
75,319.89008103024,-45.196515,0,0
76,320.00412097932,-45.090045,0,0
77,320.11786806819,-44.983575,0,0
78,320.23132197016,-44.877105,0,0
79,320.34448232792,-44.770635,0,0
80,320.45734906996,-44.664165,0,0
81,320.56992137759,-44.557695,0,0
82,320.68219890889,-44.451225,0,0
83,320.79418261784,-44.344755,0,0
84,320.90587310911,-44.238285,0,0
85,321.01727013425,-44.131815,0,0
86,321.12837358695,-44.025345,0,0
87,321.23918356501,-43.918875,0,0
88,321.34970043411,-43.812405,0,0
89,321.45992461611,-43.705935,0,0
90,321.56985615709,-43.599465,0,0
91,321.6794957244,-43.492995,0,0
92,321.78884366713,-43.386525,0,0
