id,temp_error,x,y,z
0,0.0010229213852426,-53.02206,0,0
1,0.000699432395038,-52.59618,0,0
2,5.3178816301624e-05,-52.1703,0,0
3,-0.00089464217222712,-51.74442,0,0
4,-0.0021139708711644,-51.31854,0,0
5,-0.0035857039175653,-50.89266,0,0
6,-0.0053168024759884,-50.46678,0,0
7,-0.0073135034568281,-50.0409,0,0
8,-0.0095747285455445,-49.61502,0,0
9,-0.012090369086025,-49.18914,0,0
10,-0.014837332114553,-48.76326,0,0
11,-0.017798187083656,-48.33738,0,0
12,-0.020959881538545,-47.9115,0,0
13,-0.02432520831627,-47.48562,0,0
14,-0.027898287981031,-47.05974,0,0
15,-0.031666071502229,-46.63386,0,0
16,-0.03561642363087,-46.20798,0,0
17,-0.0397494157354,-45.7821,0,0
18,-0.044061856629526,-45.35622,0,0
19,-0.048537767825167,-44.93034,0,0
20,-0.053176644554924,-44.50446,0,0
21,-0.057982279097075,-44.07858,0,0
22,-0.062947778616376,-43.6527,0,0
23,-0.068067899971936,-43.22682,0,0
24,-0.073326007187461,-42.80094,0,0
25,-0.078703412939831,-42.37506,0,0
26,-0.084198599283468,-41.94918,0,0
27,-0.089810468604355,-41.5233,0,0
28,-0.095538561442083,-41.09742,0,0
29,-0.1013861844292,-40.67154,0,0
30,-0.10734311955468,-40.24566,0,0
31,-0.11339803517393,-39.81978,0,0
32,-0.11955156080006,-39.3939,0,0
33,-0.12580436093111,-38.96802,0,0
34,-0.13215288203509,-38.54214,0,0
35,-0.13859330171852,-38.11626,0,0
36,-0.14511441882127,-37.69038,0,0
37,-0.15169159519132,-37.2645,0,0
38,-0.1583128174708,-36.83862,0,0
39,-0.16498896728308,-36.41274,0,0
40,-0.17173062336241,-35.98686,0,0
41,-0.17853473206389,-35.56098,0,0
42,-0.18539038173697,-35.1351,0,0
43,-0.19228706247515,-34.70922,0,0
44,-0.19921249689889,-34.28334,0,0
45,-0.20615824233431,-33.85746,0,0
46,-0.21313086493984,-33.43158,0,0
47,-0.22014523880256,-33.0057,0,0
48,-0.22719871731505,-32.57982,0,0
49,-0.23426725423991,-32.15394,0,0
50,-0.24133627479756,-31.72806,0,0
51,-0.24841389957186,-31.30218,0,0
52,-0.2554965327522,-30.8763,0,0
53,-0.26256505906684,-30.45042,0,0
54,-0.26961328072338,-30.02454,0,0
55,-0.27663581400242,-29.59866,0,0
56,-0.28362795742464,-29.17278,0,0
57,-0.29058789980422,-28.7469,0,0
58,-0.29751599969597,-28.32102,0,0
59,-0.30441866884956,-27.89514,0,0
60,-0.31129017257848,-27.46926,0,0
61,-0.31812902075637,-27.04338,0,0
62,-0.32494172940665,-26.6175,0,0
63,-0.33171409760644,-26.19162,0,0
64,-0.33842893564213,-25.76574,0,0
65,-0.34508898768507,-25.33986,0,0
66,-0.35170381154205,-24.91398,0,0
67,-0.35827450438063,-24.4881,0,0
68,-0.36479335959206,-24.06222,0,0
69,-0.37125718803526,-23.63634,0,0
70,-0.37766815341877,-23.21046,0,0
71,-0.38401208864184,-22.78458,0,0
72,-0.39027458023884,-22.3587,0,0
73,-0.39646412097301,-21.93282,0,0
74,-0.40258666207956,-21.50694,0,0
75,-0.40863429091542,-21.08106,0,0
76,-0.41459411839838,-20.65518,0,0
77,-0.42045717078781,-20.2293,0,0
78,-0.42622053567516,-19.80342,0,0
79,-0.43188997127675,-19.37754,0,0
80,-0.43746972737875,-18.95166,0,0
81,-0.44294875217417,-18.52578,0,0
82,-0.44832202401727,-18.0999,0,0
83,-0.45359642727573,-17.67402,0,0
84,-0.45877736872029,-17.24814,0,0
85,-0.46386824910184,-16.82226,0,0
86,-0.46886613023821,-16.39638,0,0
87,-0.47375651749138,-15.9705,0,0
88,-0.47852720533149,-15.54462,0,0
89,-0.48318162248893,-15.11874,0,0
90,-0.48773333906257,-14.69286,0,0
91,-0.49219380088238,-14.26698,0,0
92,-0.49656319972848,-13.8411,0,0
93,-0.50083338426526,-13.41522,0,0
94,-0.50499812185836,-12.98934,0,0
95,-0.50904223978665,-12.56346,0,0
96,-0.51294943154397,-12.13758,0,0
97,-0.51672664565655,-11.7117,0,0
98,-0.52038929647762,-11.28582,0,0
99,-0.52394161230217,-10.85994,0,0
100,-0.5273846228049,-10.43406,0,0
101,-0.53071917326605,-10.00818,0,0
102,-0.53393618921655,-9.5823,0,0
103,-0.53702572175433,-9.15642,0,0
104,-0.53998938270178,-8.73054,0,0
105,-0.54283067574516,-8.30466,0,0
106,-0.54554646765013,-7.87878,0,0
107,-0.54813693674356,-7.4529,0,0
108,-0.55060442631202,-7.02702,0,0
109,-0.55293813617129,-6.60114,0,0
110,-0.55513023125309,-6.17526,0,0
111,-0.55719034008229,-5.74938,0,0
112,-0.55911159783938,-5.3235,0,0
113,-0.56087934299444,-4.89762,0,0
114,-0.56250369118897,-4.47174,0,0
115,-0.56399504771872,-4.04586,0,0
116,-0.56534667121628,-3.61998,0,0
117,-0.56655381949355,-3.1941,0,0
118,-0.56761650932816,-2.76822,0,0
119,-0.56853727365882,-2.34234,0,0
120,-0.5693217851354,-1.91646,0,0
