id,temp,x,y,z
0,293,-52.1703,0,0
1,293,-50.0409,0,0
2,293,-47.9115,0,0
3,293,-45.7821,0,0
4,293,-43.6527,0,0
5,293,-41.5233,0,0
6,293,-39.3939,0,0
7,293,-37.2645,0,0
8,293,-35.1351,0,0
9,293,-33.0057,0,0
10,293,-30.8763,0,0
11,293,-28.7469,0,0
12,293,-26.6175,0,0
13,293,-24.4881,0,0
14,293,-22.3587,0,0
15,293,-20.2293,0,0
16,293,-18.0999,0,0
17,293,-15.9705,0,0
18,293,-13.8411,0,0
19,293,-11.7117,0,0
20,293,-9.5823,0,0
21,293,-7.4529,0,0
22,293,-5.3235,0,0
23,293,-3.1941,0,0
24,293,-1.0647,0,0
25,293,1.0647,0,0
26,293,3.1941,0,0
27,293,5.3235,0,0
28,293,7.4529,0,0
29,293,9.5823,0,0
30,293,11.7117,0,0
31,293,13.8411,0,0
32,293,15.9705,0,0
33,293,18.0999,0,0
34,293,20.2293,0,0
35,293,22.3587,0,0
36,293,24.4881,0,0
37,293,26.6175,0,0
38,293,28.7469,0,0
39,293,30.8763,0,0
40,293,33.0057,0,0
41,293,35.1351,0,0
42,293,37.2645,0,0
43,293,39.3939,0,0
44,293,41.5233,0,0
45,293,43.6527,0,0
46,293,45.7821,0,0
47,293,47.9115,0,0
48,293,50.0409,0,0
49,293,52.1703,0,0
