id,temp,x,y,z
0,311.74951644423,-52.1703,0,0
1,314.36960859119,-50.0409,0,0
2,316.86747937433,-47.9115,0,0
3,319.24497160676,-45.7821,0,0
4,321.50384006676,-43.6527,0,0
5,323.6454794418,-41.5233,0,0
6,325.6712728985,-39.3939,0,0
7,327.58259677532,-37.2645,0,0
8,329.38085756484,-35.1351,0,0
9,331.06725446111,-33.0057,0,0
10,332.64291129467,-30.8763,0,0
11,334.1091429584,-28.7469,0,0
12,335.46700195116,-26.6175,0,0
13,336.71774217144,-24.4881,0,0
14,337.86235982292,-22.3587,0,0
15,338.90088631966,-20.2293,0,0
16,339.83352515794,-18.0999,0,0
17,340.66132909823,-15.9705,0,0
18,341.38505706206,-13.8411,0,0
19,342.00481185234,-11.7117,0,0
20,342.5208615016,-9.5823,0,0
21,342.93357919665,-7.4529,0,0
22,343.24323165781,-5.3235,0,0
23,343.44975460961,-3.1941,0,0
24,343.55283802692,-1.0647,0,0
25,343.55269807887,1.0647,0,0
26,343.44960509317,3.1941,0,0
27,343.24327194433,5.3235,0,0
28,342.93351128196,7.4529,0,0
29,342.52049916851,9.5823,0,0
30,342.00431448128,11.7117,0,0
31,341.38450138947,13.8411,0,0
32,340.66064814526,15.9705,0,0
33,339.83255131359,18.0999,0,0
34,338.89972415586,20.2293,0,0
35,337.86176156399,22.3587,0,0
36,336.71793525425,24.4881,0,0
37,335.46722522036,26.6175,0,0
38,334.108882388,28.7469,0,0
39,332.64179336541,30.8763,0,0
40,331.06509809037,33.0057,0,0
41,329.37854491406,35.1351,0,0
42,327.58077668943,37.2645,0,0
43,325.66967469638,39.3939,0,0
44,323.64390200779,41.5233,0,0
45,321.50245968735,43.6527,0,0
46,319.24410848182,45.7821,0,0
47,316.86723548688,47.9115,0,0
48,314.37013036925,50.0409,0,0
49,311.750761852,52.1703,0,0
